text,isdog
"Darryl Ponicsan (/ˈpɒnɪsən/; born May 26, 1938) is an American writer. He is best known as the author of the 1970 novel The Last Detail, which was adapted into the 1973 film of the same name starring Jack Nicholson. A sequel, Last Flag Flying, based on his 2005 novel of the same name, was released in 2017 and he also co-wrote the screenplay with Richard Linklater. He also wrote the 1973 novel and screenplay Cinderella Liberty, starring James Caan. Ponicsan writes mystery novels under the pen name Anne Argula.",0
"Yana Uqsha (Quechua yana black, very dark, uqsha (locally), uqsa high altitude grass,[2][3] Hispanicized spelling Yanaocsha) is a mountain in the Andes of Peru, about 4,800 m (15,700 ft) high. It is located in the Lima Region, Cajatambo Province, Cajatambo District. Yana Uqsha lies northwest of Pishtaq.[1][4]",0
"Crash Bandicoot Nitro Kart 2 is a 2010 racing video game developed by Swedish studio Polarbit and published by Activision for the iPhone and iPod Touch, and a sequel to Crash Bandicoot Nitro Kart 3D. The game is the seventeenth installment in the Crash Bandicoot series. Unlike the original, Nitro Kart 2 has been given an online multiplayer mode.[1] The game was released on May 26, 2010.[2]",0
"Britta Unsleber (born 25 December 1966 in Darmstadt) is former German international football player. The defender was capped 54 times for Germany, scoring 13 goals. She won two German championships and five cups with FSV Frankfurt. She also won a championship at TSV Siegen. In 1989 and 1991 she won the Women's EURO with the German national team.",0
"Environmental racism, ecological racism or ecological apartheid is a form of institutional racism leading to landfills, incinerators, and hazardous waste disposal being disproportionally placed in communities of color.[1][2][3] Internationally, it is also associated with extractivism, which places the environmental burdens of mining, oil extraction, and industrial agriculture upon indigenous peoples and poorer nations largely inhabited by people of color.[1]",0
"Sidney Joseph Furie (born February 28, 1933)[1] is a Canadian film director, screenwriter, and producer best known for his extensive work in both British and American cinema between the 1960s and early 1980s. Like his contemporaries Norman Jewison and Ted Kotcheff, he was one of the earliest Canadian directors to achieve mainstream critical and financial success outside their native country at a time when its film industry was virtually nonexistent.[2][3] He won a BAFTA Film Award and was nominated for a Palme d'Or for his work on the acclaimed spy thriller The Ipcress File (1965) starring Michael Caine.",0
"Volodymyr Volodymyrovych Borodianskyi (Ukrainian: Володимир Володимирович Бородянський; born 15 January 1974[2]) is a Ukrainian television manager, public figure, entrepreneur and politician.[3] Minister of Culture, Youth and Sports of Ukraine (2019–2020), chairman of the board of STB (2004–2018), Director of StarLightMedia (2012–2018), Chairman of the Council for the Development of the National Cultural, Art and Museum complex ""Mystetsky Arsenal"".[4][5]",0
"Fortress is a patience or solitaire card game which is played with a deck of playing cards, in which the entire deck is laid out.[1]  It is a member of the Castle family of solitaire games,[2] but has two more tableau piles than Beleaguered Castle and the piles are shorter.",0
"Milovan Djilas (English: /ˈdʒɪlɒs/; Serbian: Милован Ђилас, romanized: Milovan Đilas, pronounced [mîlɔʋan dʑîlaːs]; 12 June 1911 – 20 April 1995) was a Yugoslav communist politician, theorist and author. He was a key figure in the Partisan movement during World War II, as well as in the post-war government. A self-identified democratic socialist,[1] Djilas became one of the best-known and most prominent dissidents in Yugoslavia and all of Eastern Europe.[2][3] During an era of several decades, he critiqued communism from the viewpoint of trying to improve it from within; after the revolutions of 1989 and the violent breakup of Yugoslavia, he critiqued it from an anti-communist viewpoint of someone whose youthful dreams had been disillusioned. ",0
"St. Michael's Hospital and Nurses' Residence is a property in Grand Forks, North Dakota that was listed on the National Register of Historic Places in 1995. It was also known as St. Anne's Guest Home and denoted 32GF14, it was builtin 1907.[1] It was designed  by architect George Hancock (1849- 1924). Grand Forks architect William J. Edwards  designed the Nurses' Residence in 1913.[2]",0
"American actor, film producer, and martial artist Wesley Snipes started his acting career in the 1980s with a one episode appearance on the soap opera All My Children (1984). His first film roles were both in 1986 in Wildcats and Streets of Gold. He then appeared as Willie Mays Hayes in the 1989 sports comedy film Major League with Tom Berenger and Charlie Sheen. He had prominent roles in the 1990s, starring in the films New Jack City with Ice-T (1991), White Men Can't Jump with Woody Harrelson (1992), Rising Sun with Sean Connery (1993), Demolition Man with Sylvester Stallone (1993), To Wong Foo, Thanks for Everything! Julie Newmar with Patrick Swayze and John Leguizamo (1995), and U.S. Marshals with Tommy Lee Jones (1998). Also in 1998, he was cast as Eric Brooks / Blade in the superhero horror film Blade, based on the Marvel Comics superhero of the same name, a role he went on to reprise in Blade II (2002) and Blade: Trinity (2004).",0
"Harlem Yu (traditional Chinese: 庾澄慶; simplified Chinese: 庾澄庆; pinyin: Yǔ Chéngqìng; Pe̍h-ōe-jī: Jú Têng-khèng; born 28 July 1961) is a Taiwanese singer-songwriter, television host and businessman. He is particularly well-known for singing the theme song, Qing Fei De Yi, for the 2001 television drama, Meteor Garden. He made a cameo in both that version and the 2018 remake, Meteor Garden performing Qing Fei De Yi (情非得已). He has been hosting television shows in Taiwan since 1994 and in China since 2011, and served as a coach for three seasons of The Voice of China and three seasons of Sing! China.",0
"Twist and Shout is a Philippine game show that premiered July 3, 2010 airing every weekend on ABS-CBN. It is based on the Sing If You Can franchise owned by Zodiak Entertainment.[1] The show is hosted by the country's leading singers, Gary Valenciano and Martin Nievera. Three kings teams must sing to two-minute songs while being challenged to obstacles and distractions.",0
"Togha Temür (died December 1353), also known as Taghaytimur, was a claimant to the throne of the Ilkhanate in the mid-14th century. Of the many individuals who attempted to become Ilkhan after the death of Abu Sa'id, Togha Temür was the only one who hailed from eastern Iran, and was the last major candidate who was of the house of Genghis Khan. His base of power was Gurgan and western Khurasan. His name ""Togoy Tomor"" means ""Bowl/Pot Iron"" in the Mongolian language.",0
"The Bacan Islands, formerly also known as the Bachans, Bachians, and Batchians,[1] are a group of islands in the Moluccas in Indonesia. They are mountainous and forested, lying south of Ternate and southwest of Halmahera. The islands are administered by the South Halmahera Regency of North Maluku Province. They formerly constituted the Sultanate of Bacan.",0
"The Funtastic World of Hanna-Barbera was a simulator ride at Universal Studios Florida and one of the park's original attractions. The story line tells that Dick Dastardly and Muttley have kidnapped Elroy Jetson. Yogi Bear and Boo-Boo give chase and the audience is in for the ride of their lives. The attraction opened on June 7, 1990 and closed on October 20, 2002.",0
"The Nature and Scope of the Problem of Sexual Abuse of Minors by Catholic Priests and Deacons in the United States, commonly known as the John Jay Report, is a 2004 report by the John Jay College of Criminal Justice, commissioned by the U.S. Conference of Catholic Bishops, based on surveys completed by the Roman Catholic dioceses in the United States.[1] The initial version of the report was posted on the Internet on February 27, 2004, with corrections and revisions posted on April 16. The printed version was published in June 2004.[2] The church's own John Jay Report is online at John Jay Report.",0
"Tarun (Persian: طارون, also Romanized as Ţārūn and Tārūn; also known as Ţārān and Ţārom)[1] is a village in Kandovan Rural District, Kandovan District, Meyaneh County, East Azerbaijan Province, Iran. At the 2006 census, its population was 299, in 79 families.[2]",0
"Robert MacDonald (14 February 1870 – 7 March 1946) was an Australian cricketer who played first-class cricket for Queensland and Leicestershire from 1894 to 1903. He was born in Clunes, Victoria, Australia, and died in Victoria, British Columbia. He was a dentist.[1]",0
"Mitsuru Yoshida (吉田 満 Yoshida Mitsuru January 6, 1923 – September 17, 1979) was a Japanese author and naval officer. He was born in Tokyo. He was a survivor of the battleship Yamato when it was sunk on 7 April 1945 during Operation Ten-Go, an attempt to support the defenders of Okinawa.",0
"The 1998 Pacific Cup was an international rugby league tournament played in the Pacific region. The tournament was played in New Zealand with all matches played at Carlaw Park in Auckland. All four nations that participated picked primarily Auckland based players. The Cook Islands and Tonga also played in the Papua New Guinea 50th Anniversary Tournament played during the same month. Papua New Guinea, Fiji and Samoa declined an invitation to compete. All four nations played each other once with the top nation crowned winners. The last match between American Samoa and Tonga turned out to be, effectively, a final after both won their first two games. Tonga won that match to win the tournament.",0
"The Prince and the Pauper (German: Prinz und Bettelknabe) is a 1920 Austrian silent adventure film directed by Alexander Korda and starring Tibor Lubinszky, Albert Schreiber, and Adolf Weisse. It is based on Mark Twain's 1881 novel The Prince and the Pauper about a poor boy who switches places with Edward, Prince of Wales in Tudor England.",0
"Courtney M. Charles is a Canadian-born basketball executive who currently works as the Vice-President of Basketball & Franchise Operations for the NBA G League affiliate of the Toronto Raptors. Charles oversees business operations, basketball affairs and long-term strategic planning for Raptors 905.[1]",0
"The Eparchy of Budimlja and Nikšić or Budimlja–Nikšić (Serbian: Епархија будимљанско-никшићка / Eparhija budimljansko-nikšićka) is an eparchy (diocese) of the Serbian Orthodox Church, covering eastern, central, and western parts of modern Montenegro. The ecclesiastical seat of the eparchy is the Monastery of Đurđevi Stupovi in Berane. Since 2021 it has been headed by Metodije, bishop of Budimlja and Nikšić.[1]",0
The 1989 Bordeaux Open also known as the Grand Prix Passing Shot was a men's tennis tournament played on clay courts at Villa Primrose in Bordeaux in France that was part of the 1989 Nabisco Grand Prix. It was the 12th edition of the tournament and was held from 25 September until 29 September 1989. First-seeded Ivan Lendl won the singles title.,0
Ohshima Dam is a gravity dam located in Aichi Prefecture in Japan. The dam is used for irrigation and water supply. The catchment area of the dam is 18.4 km2. The dam impounds about 50  ha of land when full and can store 12300 thousand cubic meters of water. The construction of the dam was started on 1980 and completed in 2001.[1],0
"Zantedeschia elliottiana, golden arum or golden calla lily,yellow calla lily, is a herbaceous ornamental plant in the family Araceae. It grows from a bulb. It is said to occur in the province of Mpumalanga in South Africa,[1] although other sources say that it is not found in the wild but appears to be a hybrid of garden origin.[2]",0
"Kshetrayya (Telugu:క్షేత్రయ్య) (c. 1600–1680) was a prolific Telugu poet.[1] He lived in the area of Andhra Pradesh in South India. He composed a number of padams and keertanas, the prevalent formats of his time. He is credited with more than 4000 compositions, although only a handful have survived. He composed his songs on his favourite deity Krishna (Gopala) in Telugu.",0
"Load securing, also known as cargo securing, is the securing of cargo for transportation. According to the European Commission Transportation Department “it has been estimated that up to 25% of accidents involving trucks can be attributable to inadequate cargo securing”.[1] Cargo that is improperly secured can cause severe accidents and lead to the loss of cargo, lives, and vehicles, or cause environmental hazards.",0
"Victoria Gardens is a public garden, located at Underhill, Isle of Portland, Dorset, England. It is found close to Fortuneswell village and overlooks both Victoria Square and Chiswell. The gardens, which were created to mark the 1897 Diamond Jubilee of Queen Victoria, have remained a focal point since their opening in 1904.[1]",0
"The telautograph is an analog precursor to the modern fax machine. It transmits electrical impulses recorded by potentiometers at the sending station to servomechanisms attached to a pen at the receiving station, thus reproducing at the receiving station a drawing or signature made by the sender. It was the first such device to transmit drawings to a stationary sheet of paper; previous inventions in Europe had used rotating drums to make such transmissions.",0
"The Kenneth Rainin Foundation is an American family run foundation based in Oakland, California. The foundation funds early childhood education programs in Oakland, various arts programs around the San Francisco Bay Area, and research into inflammatory bowel disease.[1][2]",0
"Sporting Club Cilu is a football club in Lukala, Democratic Republic of Congo.[2] They play in the Linafoot, the top level of professional football in DR Congo. [3] They competed in the 2004 CAF Champions League, going out in the first round, and  won the Unifac Clubs Cup in 2006 [4]",0
"Walter Clarence ""Dub"" Taylor Jr. (February 26, 1907 – October 3, 1994),[1] was an American character actor who from the 1940s into the 1990s worked extensively in films and on television, often in Westerns but also in comedies. He is the father of actor and painter Buck Taylor.[1]",0
"On the Run was a concert tour by English singer-songwriter Paul McCartney. The tour began on 15 July 2011, with McCartney's first two concerts at Yankee Stadium in New York City.[1] McCartney's appearances at Yankee Stadium occurred nearly two years to the day after his 17, 18, and 21 July 2009 concerts at Citi Field, documented on the Good Evening New York City CD/DVD.",0
"The University of Buraimi (UOB)[1] (Arabic: جامعة البريمي) is a private university in the Al Buraimi Governorate in the Northern part of Oman. The university opened on 6 November 2010. The university is a product of a European-Omani consortium, and offers programs under Omani and European control.[2]",0
"Dr. Elizabeth Garrett Anderson (9 June 1836 – 17 December 1917) was an English physician and suffragist. She was the first woman to qualify in Britain as a physician and surgeon.[1] She was the co-founder of the first hospital staffed by women, the first dean of a British medical school, the first woman in Britain to be elected to a school board and, as mayor of Aldeburgh, the first female mayor in Britain.",0
"Mireya Baltra Moreno (25 February 1932 – 17 April 2022) was a Chilean sociologist, journalist, and politician of the Communist Party of Chile. She was a councillor (1963–1969) and a deputy (1969–1973) for Santiago, and served as Minister of Labour and Social Welfare in Salvador Allende's government.[1]",0
"Harper Ridge (.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap} WikiMiniAtlas79°9′S 156°57′E﻿ / ﻿79.150°S 156.950°E﻿ / -79.150; 156.950Coordinates: 79°9′S 156°57′E﻿ / ﻿79.150°S 156.950°E﻿ / -79.150; 156.950) is a nearly ice-free ridge in Antarctica, 2 nautical miles (4 km) long and rising to over 1,800 metres (5,900 ft). It extends north from the central part of the Finger Ridges in the Cook Mountains, toward Yamagata Ridge. It was named after Doyal A. Harper of the University of Chicago Yerkes Observatory, Williams Bay, Wisconsin, director of the Center for Astrophysical Research in Antarctica at South Pole Station for several years from 1991.[1]",0
"Haven Denney (born October 28, 1995) is an American pair skater. With former partner, Brandon Frazier, she is a two-time Skate America silver medalist (2014, 2016), the 2014 CS Lombardia Trophy champion, the 2013 World Junior champion, and the 2017 U.S. national champion.",0
"Coordinates: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}42°17′59″N 71°25′36″W﻿ / ﻿42.299795°N 71.426627°W﻿ / 42.299795; -71.426627",0
"Aulus Marius Celsus was a Roman senator who held several offices in the emperor's service during the first century AD, as well as playing a role in the Year of Four Emperors. He was suffect consul of the nundinium of July to August 69 as the colleague of Gnaeus Arrius Antoninus.[1]",0
"The South Texas Area Regional Soccer Complex is a 13 field soccer venue in San Antonio, Texas, United States.  It is used primarily for youth club soccer and adult league soccer. It is located in the former Longhorn Quarry, adjacent to Toyota Field, and Morgan's Wonderland, and near Heroes Stadium.",0
"Frederick Joseph Tilyard (5 July 1896 – 8 February 1954) was a New Zealand rugby union player. A first five-eighth, Tilyard represented Wellington in 18 games at a provincial level between 1918 and 1925. He played just one match for the New Zealand national side, the All Blacks, against the touring New South Wales team at Carisbrook in 1923, in which he scored a try. He did not play in any Test matches.[1]",0
"They Fight Like Soldiers, They Die Like Children is a non-fiction book by the Canadian politician and former general Romeo Dallaire (and Jessica Dee Humphreys) about the child-soldier phenomenon. The book contains a foreword by Ishmael Beah, an ex child soldier and author of A Long Way Gone: Memoirs of a Boy Soldier.",0
"The Oxon Run Parkway is a corridor of federal park land in the Washington Highlands neighborhood of Washington, D.C. The Parkway once extended across the District's southern corner in a crescent from Hillcrest Heights to Oxon Hill but most of it became Oxon Run Park in 1971, and now only the portion north of 13th Street still uses the Parkway name. It was originally intended to provide recreation space, but was later enlarged to provide flood relief, space for a major piece of sewer infrastructure and the possibility of a clean drinking water source. ",0
"Quimper is a railway station in Quimper, Brittany, France. The station was opened on 8 September 1863 is located on the Savenay–Landerneau railway.  Today, the station is served by TGV (high speed), Intercités (long distance) and TER (local) services operated by the SNCF.",0
"Scavenger is the fourth studio album by The Walkabouts released September 1, 1991 on Sub Pop Records.[1]  It received national exposure in the United States through NPR. The album is available in various forms (CD, cassette, digital download) from Amazon.com and as digital download from iTunes Store in the US and the United Kingdom among others.",0
"Number Seven, Queer Street is a collection of supernatural detective short stories by author Margery Lawrence.  It was first published by Robert Hale in the United Kingdom in 1945.  The first United States edition was published in 1969 by Mycroft & Moran in an edition of 2,027 copies and omits the last two stories.  The stories are about Lawrence's supernatural detective Miles Pennoyer.",0
"An album musical is a type of recording that sounds like an original cast album but is created specifically for the recording medium and is complete entertainment product in itself, rather than just promoting or reflecting an existing or planned musical theatre production or revue.  Although there has been no one term consistently used to describe this type of recording, the genre predates the use of the term ""concept album"" by several decades, dating back to the era of 78-rpm records with such original works as Gordon Jenkins' Manhattan Tower (1946, expanded in 1956) and The Letter (1959) starring Judy Garland, and Stan Freberg's Stan Freberg Presents the United States of America, Volume One: The Early Years (1961).[citation needed]  On most contemporary concept albums, the performers or bands sing as themselves, whereas on an album musical the performers are playing characters in a story.",0
"The Maharashtra Control of Organised Crime Act, 1999 (Mah. 30/1999) is a law enacted by the state of Maharashtra in India in 1999 to combat organised crime and terrorism.[1][2] Known as 'MCOCA', the Act provides the State Government with special powers to tackle these issues, including powers of surveillance, relaxed evidentiary standards and procedural safeguards, and prescribing additional criminal penalties, including the death penalty. The law was introduced by a coalition government of the Bharatiya Janata Party and Shiv Sena.[3]",0
"André Antoine Brugiroux (born 11 November 1937) is a French traveller and author who, between 1955 and 2005, visited every country and territory in the world,[1] the last being Mustang. He was named ""greatest living traveller on earth"" in 2007 in Jorge Sánchez's list of Viajeros notables contemporaneous (Notable Contemporary Travellers). He has made a documentary film of his first, 18-year trip and has devoted his life to spreading the message of the Baháʼí Faith worldwide.",0
"Kamala Pujari  is a  tribal woman from Koraput in Odisha, India. She is known for promoting organic farming. Interested in traditional farming, she learned the basic techniques from MS Swaminathan Research Foundation at Jeypore and has contributed a lot in the field of organic farming. She was awarded India's fourth highest civilian, the Padma Shri.[1]",0
Waligóra[a] Polish pronunciation: [va.liˈɡu.ra] and Wyrwidąb[b] Polish pronunciation: [vɨrˈvi.dɔmp] are two fictional twin brothers who were the characters of the fairy tale originating from Poland. They were a personification of brotherhood and the example of the benefits from the cooperation.[1][2],0
Sekolah Agama Menengah Tinggi Tengku Ampuan Rahimah (SAMTTAR) known in English as Tengku Ampuan Rahimah Religious High School was established in Malaysia in January 1943. Its original site was a donated (wakaf) land next to the current Masjid Kampung Sungai Manggis. The school original building is still standing.,0
"Quatre études, pour orchestre (English: Four Studies, for Orchestra) is a collection of arrangements of works by Russian composer Igor Stravinsky. This composition was finished in 1928 and premiered in Berlin in 1930 by Ernest Ansermet. It was revised afterwards in 1952.",0
"Burrington is a small village and civil parish in Somerset, England. It is situated in the unitary authority of North Somerset, 5 miles (8.0 km) north east of Axbridge and about 10 miles (16 km) east of Weston-super-Mare. The parish includes the hamlets of Bourne[2] and Rickford and has a population of 464.[1]",0
"Region Gotland, officially Gotlands kommun (English: Gotland Municipality), is a municipality that covers the entire island of Gotland in Sweden. The city of Visby is the municipality's seat. Gotland Municipality is the 39th most populous municipality in Sweden.[3]",0
The 1998 Russian Indoor Athletics Championships (Russian: Чемпионат России по лёгкой атлетике в помещении 1998) was the 7th edition of the national championship in indoor track and field for Russia. It was held on 13–15 February at the Alexander Gomelsky Universal Sports Hall CSKA in Moscow. A total of 26 events (13 for men and 13 for women) were contested over the three-day competition.[1] It was used for selection of the Russian team for the 1998 European Athletics Indoor Championships.,0
"The Weight of the Evidence is a 1943 detective novel by the British writer Michael Innes.[1] It is the ninth in his series featuring John Appleby, a young Detective Inspector in the Metropolitan Police. It was first published in America with the British release not taking place until the following year. It was published during the Golden Age of Detective Fiction. Although written during the Second World War, it is set in the pre-war era. Like a number of Golden Age mysteries including several by Innes it uses a university background, but in this case it switches from the usual Oxbridge setting to a newer Northern institution.",0
"Support surface is any material, such as a mattress, that supports people who are bed-ridden through illness. Research and development of appropriate support surfaces can alleviate some of the complications of immobility, such as bedsores and respiratory problems.",0
"Summer Scars is a 2007 British thriller film produced and directed by Julian Richards. It is based on a hostage situation that Richards experienced during his childhood. The cast includes Kevin Howarth, Ciaran Joyce, Amy Harvey, Darren Evans, Jonathan Jones, Chris Conway, Ryan Conway and Chole Parfitt.",0
"Pachinko is the second novel by Harlem-based author and journalist Min Jin Lee. Published in 2017, Pachinko is an epic historical fiction novel following a Korean family who immigrates to Japan. The character-driven story features an ensemble of characters who encounter racism, discrimination, stereotyping, and other aspects of the 20th-century Korean experience of Japan.[1]",0
"Shaw and Crompton is a civil parish in the Metropolitan Borough of Oldham, Greater Manchester, England.  It contains 19 listed buildings that are recorded in the National Heritage List for England.  Of these, one is listed at Grade II*, the middle grade, and the others are at Grade II, the lowest grade.  The parish contains the town of Shaw and Crompton and the surrounding countryside.  Most of the listed buildings are farmhouses, farm buildings, houses and cottages, many of them dating from the late 18th century.  The other listed buildings include an ancient cross shaft, churches, a lych gate, and a war memorial.",0
"Pauline Jantina te Beest (born 13 February 1970 in Haarlem) is a Netherlands cricketer who played in three Women's Cricket World Cups in England (1993), in India (1997)[1] and in New Zealand (2000).[2] She had one season for the Otago Sparks in the State League.[citation needed] She was also the first woman to score 1,000 runs in ODIs for the Netherlands.[3]",0
" In algebra, a prime ideal is a subset of a ring that shares many important properties of a prime number in the ring of integers.[1][2] The prime ideals for the integers are the sets that contain all the multiples of a given prime number, together with the zero ideal.",0
"London Voices is a London-based choral ensemble founded by Terry Edwards (1939-2022) in 1973.[1] In its early years, it also incorporated the London Opera Chorus and London Sinfonietta Voices and Chorus. In 2004, Ben Parry, became co-director of the ensemble and in 2021 the Director and manager. Ben is currently artistic director of the National Youth Choirs of Great Britain,[2] and was formerly assistant director of Music at King's College, Cambridge.  London Voices has been involved in many performances, recordings of operas and CD and film soundtracks, including The Hobbit, Hunger Games, the prequel trilogy of Star Wars, The Lord of the Rings and Harry Potter series, The Iron Lady, Enemy at the Gates, La traviata, and The Passion of the Christ.  They have recorded with such diverse artists as Luciano Pavarotti, Dave Brubeck, Sir Paul McCartney, Queen,  Deaf Havana, Sting, Renée Fleming, Bryn Terfel and Roger Waters and have performed in concert venues all over the world, including London, Aldeburgh, Birmingham, Paris, New York, Shanghai, Jordan and Lucerne.",0
"The Techrules Ren (stylized Techrules REN) is a single-door, high-performance sports car manufactured by Techrules,[1] and designed by Fabrizio Giugiaro and Giorgetto Giugiaro of GFG Style. At its launch, it will become the first sports car to contain a turbine engine. This is also the first production sports car from Techrules. Expectations for the vehicle's construction are 10 (hand-built) per year.[2]",0
"Marcel Esdras (21 May 1927 in Pointe-Noire, Guadeloupe – 13 November 1988 in Clichy-la-Garenne, France) was a politician from Guadeloupe who served in the French National Assembly from 1981-1986 representing Union pour la démocratie française. He also served as the President of the Regional Council of Guadeloupe from 1981 until 1982.",0
"The Asian American and Pacific Islander Policy Research Consortium (AAPIPRC) focuses on critical policy issues facing the Asian American and Pacific Islander communities. Conceived of as part of  the  White House Executive Order 13515 (2009) (Increasing Participation of Asian Americans and Pacific Islanders in Federal Programs)[1]  the consortium supports, promotes, and conducts applied social science and policy research.[2] In addition, Professor Paul M. Ong proposed two courses of action for AAPIPRC, one which formalizes working relationships among university-based AAPI research institutions and the other which would include publishing the proceedings of the briefs to inform policy.[1]",0
"Paul Louis Poty (30 August 1889, Chagny, Saône-et-Loire- 10 February 1962, Louhans ) was a French naturalist who specialised in ornithology. He was, from 1929, on the editorial committee of Alauda, Revue internationale d'Ornithologie fr:Alauda, Revue internationale d'Ornithologie with its founder Paul Paris and Louis Lavauden, Noël Mayaud, Henri Heim de Balsac, Jacques de Chavigny, Henri Jouard and Jacques Delamain. He was a physician.",0
"Hill Gail (April 19, 1949 – May 27, 1968) was an American Thoroughbred racehorse. One of the leading American two-year-olds of 1951, Hill Gail recorded his most important success the following spring when he won the 1952 Kentucky Derby. He was injured during the race and was never as effective in his subsequent racing career. He was retired to stand as a breeding stallion in Ireland, where he had limited success as a sire.",0
"Charles Arbuthnot (14 March 1767 – 18 August 1850) was a British diplomat and Tory politician. He was Ambassador to the Ottoman Empire between 1804 and 1807 and held a number of political offices. He was a good friend of the Duke of Wellington. His second wife, Harriet, became a hostess at Wellington's society dinners, and wrote an important diary cataloging contemporary political intrigues.",0
"Herbert Eustis Winlock (February 1, 1884 – January 27, 1950)[1] was an American Egyptologist and archaeologist, employed by the Metropolitan Museum of Art (the Met) for his entire career.[2] Between 1906 and 1931 he took part in excavations at El-Lisht, Kharga Oasis and around Luxor, before serving as director of the Metropolitan Museum from 1932 to 1939.[3]",0
"Kovalchick Convention and Athletic Complex is a sports and entertainment complex owned by the Indiana University of Pennsylvania in Indiana, Pennsylvania. The complex, which contains multi-use space for conferences and events as well as arena which will serve as the university's primary indoor venue totals 150,000-square-foot (14,000 m2), and stands on approximately 6.55 acres (26,500 m2) of former salvage land adjacent to the university campus donated by the Kovalchick Salvage Company.",0
Antonio Cid Cortés[a] (born 16 February 1954 in Ourense) is a boccia player from Spain.  He has a physical disability: he has cerebral palsy and is a BC1 type athlete.  He competed at the 1996 Summer Paralympics.  He finished first in the BC1/BC2 team event.  He competed at the 2000 Summer Paralympics. He finished second in the BC1 one person event and in the BC1/BC2 team event. He competed at the 2004 Summer Paralympics.[1],0
"Hans Pontus Farnerud (born 4 June 1980) is a Swedish former professional footballer who played as a midfielder. Starting off his professional career with Landskrona BoIS in the late 1990s, he went on to represent Monaco, Strasbourg, Sporting, and Stabaek before finishing up his career at IFK Göteborg in 2013. He won 11 caps for the Sweden national team between 2002 and 2010 and was a squad player for his country at the 2002 FIFA World Cup and UEFA Euro 2004.",0
"The 2006–07 ICC Women's Quadrangular Series was a Women's One Day International cricket tournament that took place in India in February and March 2007. Four teams competed: Australia, England, India and New Zealand. The tournament consisted of a double round-robin group stage, in which Australia and New Zealand finished as the top two, and then a third-place play-off and a final were contested to decide the final positions. Australia defeated New Zealand by 6 wickets in the final. All of the matches took place in Chennai, at the IIT Chemplast Ground and the MA Chidambaram Stadium.[1]",0
"Environmental engineering law is a profession that requires an expertise in both environmental engineering and law. This field includes professionals with both a legal and environmental engineering education. This dual educational requirement is typically satisfied through an ABET accredited degree in environmental engineering and an ABA accredited law degree. Likewise, this profession requires both licensure in professional environmental engineering[1] and admittance to one bar.[2]",0
"The 2019–20 Baylor Bears basketball team were represented by Baylor University in the  2019–20 NCAA Division I men's basketball season.  The Bears were led by 17th-year head coach Scott Drew and played their games at the Ferrell Center in Waco, Texas as members of the Big 12 Conference.",0
"3 Mile Limit (alternatively titled 1480: Radio Pirates) is a 2014 New Zealand drama film directed by Craig Newland, starring Matt Whelan, Dan Musgrove, Belinda Crawley, David Aston, James Crompton and Elliot Wrightson. It is based on the rise of Radio Hauraki.",0
" Peter James McGregor (10 November 1947 –  11 January 2008) was an Australian anarchist known for his political activism, university teaching and commitment to direct action. He was actively involved in and led several major Australian and international political campaigns.[1]",0
"Hilda Crosby Standish (1902 – June 1, 2005) was a pioneer in the birth control movement in the state of Connecticut. In 1935, she became medical director of the Maternal Health Center in Hartford, the state's first birth control clinic.  Dr. Standish was inducted into the Connecticut Women's Hall of Fame in 1994.[1]",0
"The North Oconee River Greenway Network is a system of linear parks and trail constituting a total of 8 paved miles in Athens, Georgia.[1] It consists of a mixture of unpaved and paved multi-use trails abutting the Oconee River, some of its minor tributaries and other parks within the county. The network continues to be expanded primarily through the use of TSPLOST funding in addition to funding from Georgia Department of Transportation. The network utilizes a mixture of rail-to-trail and riparian right of ways. ",0
"Greg Hahn is an American stand-up comedian. He is a frequent guest on the nationally syndicated The Bob & Tom Show,[1][2] and has several television appearances including Late Night with Conan O'Brien.[2][3] He also performs at numerous corporate functions and comedy clubs.[2] He is known for his highly energetic style of humor,[2] often speaking in loud, rapid bursts.",0
"Náníbaaʼ Garrison (Diné) is a bioethicist, geneticist, and associate professor in the Institute for Society and Genetics and Department of Internal Medicine at the University of California, Los Angeles. She is a member of the Navajo Nation, and her career has focused on studies of health conditions prevalent in, and attitudes toward genetics research among, the Navajo community.",0
"The Select4-u Devils Nijmegen  is an ice hockey club in Nijmegen, Netherlands, they play in the BeNe League, the top-tier league in the Netherlands and Belgium. Formerly the team played in the semi-professional Dutch Eredivisie where they were the 7 time national champions; the most recent championship was in 2009–2010. Home games are played at the Triavium. As of 2019, the team are sponsored by decorating firm AHOUD.",0
"""The Jews from Macedonia and the Holocaust"" was an international research project realized by the (formerly known as: Institute for Social Sciences and Humanities ""Euro-Balkan"") Euro-Balkan University in Skopje, North Macedonia, at the Department for Cultural and Visual Research in 2010–2011. It was led by Prof. Dr. Sofija Grandakovska and it materialized in a chrestomathy and an exhibition with the same name.",0
